50, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
28, Private,9, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
46, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
32, Private,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
41, Local-gov,10, Divorced, Other-service, Black, Female, United-States, <=50K
24, Private,9, Never-married, Handlers-cleaners, Black, Female, United-States, <=50K
33, Private,10, Divorced, Exec-managerial, White, Female, United-States, <=50K
46, Private,16, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
31, State-gov,10, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
35, Private,8, Divorced, Craft-repair, White, Male, United-States, >50K
52, Private,2, Married-civ-spouse, Machine-op-inspct, White, Male, Mexico, <=50K
30, Private,7, Never-married, Other-service, White, Female, United-States, <=50K
34, Local-gov,7, Separated, Machine-op-inspct, Black, Male, United-States, <=50K
34, State-gov,9, Divorced, Transport-moving, White, Female, United-States, <=50K
20, Private,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
17, Private,7, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
32, State-gov,13, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
29, Private,9, Divorced, Farming-fishing, White, Male, United-States, <=50K
33, Private,6, Never-married, Craft-repair, White, Female, United-States, <=50K
25, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
36, Federal-gov,14, Never-married, Prof-specialty, White, Male, United-States, <=50K
23, Private,9, Never-married, Handlers-cleaners, White, Male, Dominican-Republic, <=50K
63, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
47, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
40, Self-emp-not-inc,13, Married-spouse-absent, Prof-specialty, White, Female, United-States, <=50K
30, Private,12, Married-civ-spouse, Other-service, White, Female, United-States, >50K
27, Private,10, Never-married, Craft-repair, Asian-Pac-Islander, Male, Philippines, <=50K
33, Private,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
34, Local-gov,9, Never-married, Farming-fishing, Black, Male, United-States, <=50K
34, Local-gov,10, Never-married, Protective-serv, White, Female, United-States, <=50K
23, Private,10, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
42, Local-gov,10, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
29, Private,13, Never-married, Prof-specialty, White, Male, United-States, <=50K
45, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
24, Federal-gov,9, Never-married, Armed-Forces, White, Male, United-States, <=50K
44, Private,10, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
27, Private,5, Never-married, Craft-repair, White, Male, Mexico, <=50K
20, Private,10, Never-married, Sales, White, Male, United-States, <=50K
44, Private,9, Widowed, Exec-managerial, Black, Female, United-States, <=50K
51, Private,9, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
20, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
19, Private,9, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
45, Self-emp-inc,10, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
60, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
44, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Female, United-States, >50K
40, Private,11, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male, United-States, >50K
30, Private,9, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
38, Private,10, Married-civ-spouse, Transport-moving, Black, Male, United-States, <=50K
23, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
44, Private,12, Never-married, Farming-fishing, White, Male, United-States, <=50K
54, Local-gov,9, Married-civ-spouse, Transport-moving, Black, Male, United-States, <=50K
32, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
50, Private,2, Married-spouse-absent, Craft-repair, White, Male, United-States, <=50K
24, Private,13, Never-married, Tech-support, White, Female, United-States, <=50K
37, Private,9, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
52, Private,9, Divorced, Transport-moving, White, Male, United-States, <=50K
38, Private,10, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
49, Private,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
30, Private,13, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
60, Private,10, Never-married, Prof-specialty, White, Male, United-States, >50K
35, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
30, Private,9, Never-married, Transport-moving, White, Male, United-States, <=50K
67, Private,11, Divorced, Other-service, White, Female, United-States, <=50K
46, Private,13, Never-married, Craft-repair, White, Female, United-States, <=50K
17, Private,5, Never-married, Other-service, White, Male, United-States, <=50K
22, Private,10, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
27, Private,6, Never-married, Other-service, White, Male, United-States, <=50K
23, Private,9, Never-married, Other-service, White, Female, United-States, <=50K
33, Private,12, Married-civ-spouse, Craft-repair, White, Male, Portugal, <=50K
43, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
28, State-gov,13, Never-married, Prof-specialty, White, Male, United-States, <=50K
41, Private,9, Married-spouse-absent, Craft-repair, White, Female, United-States, <=50K
25, Private,10, Married-spouse-absent, Adm-clerical, Black, Female, United-States, <=50K
59, Local-gov,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
45, Local-gov,13, Divorced, Prof-specialty, White, Female, United-States, <=50K
38, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
40, Private,9, Never-married, Other-service, White, Female, United-States, <=50K
46, Federal-gov,9, Divorced, Adm-clerical, White, Male, United-States, <=50K
35, Private,12, Never-married, Exec-managerial, White, Female, United-States, <=50K
34, Private,9, Divorced, Prof-specialty, White, Female, United-States, <=50K
33, Private,13, Never-married, Craft-repair, White, Male, United-States, <=50K
41, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
20, Private,10, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
23, Private,3, Never-married, Other-service, White, Male, El-Salvador, <=50K
26, Private,10, Never-married, Prof-specialty, White, Female, United-States, <=50K
23, Local-gov,9, Never-married, Farming-fishing, White, Male, Poland, <=50K
62, Local-gov,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
52, Private,10, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
58, Private,10, Divorced, Other-service, White, Female, France, <=50K
25, Private,13, Never-married, Sales, White, Female, United-States, <=50K
24, Private,13, Never-married, Exec-managerial, Black, Male, United-States, <=50K
19, Private,10, Never-married, Protective-serv, White, Male, United-States, <=50K
43, Private,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
47, Local-gov,9, Separated, Adm-clerical, Black, Female, United-States, <=50K
39, Private,9, Divorced, Other-service, White, Female, United-States, <=50K
49, Private,11, Married-spouse-absent, Handlers-cleaners, White, Male, United-States, <=50K
32, Private,11, Never-married, Craft-repair, White, Male, United-States, <=50K
34, Private,10, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
28, Private,9, Divorced, Craft-repair, White, Male, United-States, <=50K
25, Private,10, Never-married, Adm-clerical, Amer-Indian-Eskimo, Female, United-States, <=50K
34, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
38, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
50, Private,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
24, Local-gov,10, Divorced, Handlers-cleaners, Black, Male, United-States, <=50K
37, Local-gov,10, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
44, Private,10, Divorced, Machine-op-inspct, White, Male, United-States, >50K
28, Private,10, Married-civ-spouse, Sales, White, Female, United-States, <=50K
42, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
74, Private,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
38, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
44, Self-emp-not-inc,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
44, Private,7, Divorced, Machine-op-inspct, Other, Female, Puerto-Rico, <=50K
26, Private,9, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
36, Private,9, Married-civ-spouse, Other-service, Black, Male, United-States, <=50K
41, Private,12, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
67, Private,15, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
39, Local-gov,8, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
57, Private,2, Widowed, Priv-house-serv, Black, Female, United-States, <=50K
29, Private,11, Separated, Craft-repair, White, Male, United-States, <=50K
31, Self-emp-inc,13, Never-married, Farming-fishing, White, Female, United-States, <=50K
44, Private,10, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
29, Private,16, Never-married, Prof-specialty, White, Male, United-States, <=50K
30, Private,10, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
27, Private,9, Never-married, Transport-moving, White, Male, United-States, <=50K
27, Private,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
32, Private,9, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
58, Private,6, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
35, Local-gov,10, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
21, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
28, Private,10, Never-married, Craft-repair, White, Male, United-States, <=50K
46, Self-emp-not-inc,10, Divorced, Exec-managerial, White, Male, United-States, <=50K
36, Self-emp-not-inc,9, Separated, Other-service, White, Female, United-States, <=50K
72, Private,7, Widowed, Adm-clerical, White, Female, United-States, <=50K
35, Private,9, Married-civ-spouse, Machine-op-inspct, Black, Female, United-States, <=50K
33, Federal-gov,11, Divorced, Craft-repair, Black, Female, United-States, >50K
69, Private,7, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
35, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
34, Private,9, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
30, Private,7, Married-civ-spouse, Other-service, White, Male, Mexico, <=50K
28, Private,13, Never-married, Transport-moving, White, Male, United-States, <=50K
54, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
47, Private,10, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
24, Private,9, Never-married, Handlers-cleaners, Black, Female, United-States, <=50K
52, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
20, Private,9, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male, United-States, <=50K
43, Self-emp-inc,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
45, Private,4, Separated, Other-service, White, Female, Mexico, <=50K
29, Self-emp-not-inc,9, Separated, Craft-repair, White, Male, United-States, <=50K
47, Private,14, Divorced, Exec-managerial, White, Male, United-States, <=50K
24, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
51, Private,9, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
17, Private,7, Never-married, Sales, White, Male, United-States, <=50K
37, Private,11, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
27, Private,16, Never-married, Prof-specialty, White, Female, United-States, <=50K
29, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
36, Self-emp-not-inc,12, Divorced, Sales, White, Female, United-States, <=50K
58, Local-gov,13, Never-married, Prof-specialty, White, Female, United-States, <=50K
26, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
57, Private,9, Married-civ-spouse, Sales, White, Male, United-States, >50K
59, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
27, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
31, Self-emp-not-inc,13, Never-married, Tech-support, White, Male, United-States, <=50K
21, Private,10, Never-married, Sales, White, Female, United-States, <=50K
29, Private,10, Never-married, Adm-clerical, White, Male, United-States, <=50K
18, Private,7, Never-married, Other-service, White, Male, United-States, <=50K
52, Private,6, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
57, Self-emp-inc,13, Divorced, Prof-specialty, White, Male, United-States, <=50K
60, Private,4, Never-married, Transport-moving, White, Male, United-States, >50K
31, Private,13, Married-civ-spouse, Prof-specialty, White, Male, Canada, >50K
23, Private,13, Never-married, Adm-clerical, White, Female, United-States, <=50K
27, Private,9, Never-married, Sales, White, Male, United-States, <=50K
